"","Row.names","Location.x","MinTemp.x","MaxTemp.x","Rainfall.x","Evaporation.x","Sunshine.x","WindGustSpeed.x","WindSpeed9am.x","WindSpeed3pm.x","Humidity9am.x","Humidity3pm.x","Pressure9am.x","Pressure3pm.x","Cloud9am.x","Cloud3pm.x","Temp9am.x","Temp3pm.x","RainToday.x","RISK_MM.x","prediction1","prediction2","Date"
"3853","135268","AliceSprings",13,23.6,0,11.8,11.5,39,22,17,24,7,1018.6,1016.1,0,0,15.9,22.7,"No",0,0,0,"2015-09-02"
"3854","135272","AliceSprings",6.4,30.5,0,5.8,11.2,33,20,9,22,10,1019.1,1015.3,0,1,21.1,30,"No",0,0,0,"2015-09-06"
"3855","135273","AliceSprings",8.7,23,0,8,11.1,44,28,19,35,20,1024.1,1020.9,1,1,15.9,21.6,"No",0,0,0,"2015-09-07"
"3856","135274","AliceSprings",10.2,22.3,0,11.2,10.5,41,24,24,28,16,1026.9,1023,6,0,14.7,21.1,"No",0,0,0,"2015-09-08"
"3857","135279","AliceSprings",7.1,31.6,0,8.2,11.4,39,17,20,13,7,1020.2,1014.8,0,0,24.4,30.7,"No",0,0,0,"2015-09-13"
"3858","135287","AliceSprings",8.5,25.4,0,9.6,11.4,44,26,15,27,20,1022.6,1019.7,1,0,17.9,23.3,"No",0,0,0,"2015-09-21"
"3859","135290","AliceSprings",2.9,21.7,0,11,11.5,46,28,22,14,6,1025.7,1020.7,0,0,14.5,20.4,"No",0,0,0,"2015-09-24"
"3860","13530","Moree",17.7,33.6,0,10.8,9.1,74,37,30,41,22,1016.3,1010.6,3,3,21.9,33.4,"No",12.8,3.73228977786661,3.49106169666167,"2013-10-17"
"3861","135301","AliceSprings",10.2,32.1,0,12.2,11.8,50,9,28,9,8,1020,1014.1,0,0,26.5,31.4,"No",0,0.0886142975524783,0,"2015-10-05"
"3862","135306","AliceSprings",13.6,33.5,0,11.4,11.8,43,22,11,18,12,1021.8,1017.5,0,1,28.2,32.5,"No",0,0.0142903983473176,0,"2015-10-10"
"3863","135310","AliceSprings",12.9,36.1,0,8,11.9,35,13,15,10,9,1018.4,1013.7,1,1,27,34.2,"No",0,0,0,"2015-10-14"
"3864","135320","AliceSprings",15.2,35.3,0,13.4,9.2,33,22,11,8,3,1017.1,1013,7,7,27.7,34.3,"No",0,0,0,"2015-10-24"
"3865","135324","AliceSprings",18.3,38.7,0,13.4,8.9,43,19,11,14,8,1017.4,1012.1,4,7,30.7,38.1,"No",0,1.35077122340669,1.32402165180219,"2015-10-28"
"3866","135328","AliceSprings",18.4,40,0,11.6,10.4,48,4,9,20,10,1011.5,1006,1,6,31.6,37.9,"No",0,2.4936461176464,2.55995193818232,"2015-11-01"
"3867","135330","AliceSprings",17.7,32.5,21.4,18,5.3,67,20,35,76,38,1010.5,1005.2,8,7,23.1,31.2,"Yes",1,8.21250234570868,7.76087027134486,"2015-11-03"
"3868","135341","AliceSprings",18.7,32.4,0,18.4,10.7,41,24,15,16,11,1016,1012,3,7,24.8,30.5,"No",0,0,0,"2015-11-14"
"3869","135344","AliceSprings",14.6,36.4,0,10,13.1,43,17,17,10,6,1014.8,1010.8,0,1,29.3,35.6,"No",0,0,0,"2015-11-17"
"3870","135371","AliceSprings",23.7,40.5,0,12,11.3,65,24,11,19,10,1009.3,1005,2,6,34.5,39,"No",0,2.87194669798904,2.8797499816878,"2015-12-14"
"3871","135372","AliceSprings",24.4,37.2,0,14.2,5.4,57,31,17,27,17,1009.9,1006.9,5,7,30.7,35.2,"No",0,3.00364085158805,2.92332814434055,"2015-12-15"
"3872","135375","AliceSprings",23.3,35.6,0,6.8,11.3,50,13,28,41,28,1008.5,1005.4,1,7,29.3,33.8,"No",0,0.903764314609492,0.659415111732765,"2015-12-18"
"3873","135379","AliceSprings",22.1,30.4,15.2,3,3.5,30,13,15,92,64,1012.7,1008.9,8,7,22.9,28.8,"Yes",0,6.50123529328652,6.06351104208451,"2015-12-22"
"3874","13538","Moree",5.9,28.1,0,10.4,12.6,35,9,15,22,4,1021.6,1018.3,0,1,17.6,27.3,"No",0,0,0,"2013-10-25"
"3875","135384","AliceSprings",20.1,31.9,0,15.2,12.7,50,31,30,25,25,1011.9,1008.7,5,6,23.7,30.9,"No",0,0,0,"2015-12-27"
"3876","135399","AliceSprings",22.8,40.6,0,11.2,9.3,70,9,13,22,18,1010.4,1006.8,4,7,34.6,38.7,"No",0.6,4.25657817032678,4.1867142598535,"2016-01-11"
"3877","135403","AliceSprings",17.1,26.5,1,3.2,7.3,44,24,24,80,56,1019.2,1015.4,7,6,18.8,23.6,"No",0,3.00674897609256,2.46216244325447,"2016-01-15"
"3878","135412","AliceSprings",21.7,35.2,0,8.8,12.6,37,13,20,37,26,1012.7,1009.1,7,5,28.7,34.6,"No",0,0,0,"2016-01-24"
"3879","135416","AliceSprings",25.4,35.9,0,13.8,7.1,43,19,15,44,26,1011.1,1006.5,7,6,27.8,34.1,"No",0,2.37848687002497,2.19092994234033,"2016-01-28"
"3880","13542","Moree",19.2,30.5,0,10.4,7.1,57,37,33,56,17,1010.7,1008.9,7,5,23.6,28.2,"No",0,0,0,"2013-10-29"
"3881","135424","AliceSprings",14.3,31.9,0,11.6,12.9,43,26,20,23,12,1011.1,1007.3,0,1,25.3,29.6,"No",0,0,0,"2016-02-05"
"3882","135428","AliceSprings",20.5,37.5,0,14.4,11.2,50,19,20,21,17,1012.3,1008.8,1,6,31.4,35.2,"No",0,1.12315305965514,1.00943408176713,"2016-02-09"
"3883","135429","AliceSprings",18.7,38.1,0,14.2,12.7,52,13,24,16,8,1011.1,1007.4,0,1,30.8,36.4,"No",0,0.137513677759853,0.070387611008601,"2016-02-10"
"3884","135431","AliceSprings",19.8,39.7,0,15.2,12.8,35,7,28,20,6,1012.1,1007.9,0,0,31.3,38.8,"No",0,0,0,"2016-02-12"
"3885","135440","AliceSprings",23.9,39.3,0,9.6,12.3,52,15,13,21,10,1015,1011,1,1,32.5,38.7,"No",0,0.480115860254635,0.5148179662962,"2016-02-21"
"3886","135445","AliceSprings",22,34.8,26.2,16.8,9.7,39,22,24,41,29,1016,1012.2,7,3,27.8,34.2,"Yes",0,3.75844149675095,3.57264753328034,"2016-02-26"
"3887","135450","AliceSprings",18.5,38.5,0,11,10.8,37,6,9,19,9,1013.4,1009.6,1,5,30.2,37.5,"No",0,0.203537091386855,0.259145171781041,"2016-03-02"
"3888","135451","AliceSprings",21.9,39.1,0,10,10.9,50,31,26,35,21,1014,1009.8,3,3,31.2,37.8,"No",0,0.988728584673415,0.789561761013817,"2016-03-03"
"3889","135452","AliceSprings",24.7,39.1,0,12.2,10.1,39,9,19,33,17,1012.6,1008,4,5,30.5,36.6,"No",0,0.445942745605362,0.353054358335458,"2016-03-04"
"3890","135453","AliceSprings",22.9,38.8,0,15.4,11.6,37,11,11,38,24,1011.4,1007.2,1,5,31.1,36.9,"No",0,1.38350156484302,1.33279140686115,"2016-03-05"
"3891","135454","AliceSprings",26.8,36.9,0,15,7,54,28,19,40,29,1011.5,1006.8,7,7,31.1,35.4,"No",0.6,3.49665810626246,3.25752282561583,"2016-03-06"
"3892","135461","AliceSprings",23.3,32.8,0,7.6,6.8,39,20,20,61,42,1012.2,1008.6,7,7,27.7,31.8,"No",0,2.26821303097506,1.93182905882335,"2016-03-13"
"3893","135467","AliceSprings",21.1,32.8,0,11,9.9,35,17,19,40,25,1012.9,1009,5,1,23,31.3,"No",0,0.0623479415243188,0,"2016-03-19"
"3894","135481","AliceSprings",15,35.7,0,10.6,11.3,48,4,22,22,13,1019.1,1015.9,0,0,27.2,34.3,"No",0,0,0,"2016-04-02"
"3895","135482","AliceSprings",12.8,34.1,0,11.6,11.3,48,9,20,16,7,1020.7,1017.1,3,1,24.9,33.3,"No",0,0,0,"2016-04-03"
"3896","135483","AliceSprings",12.6,33.3,0,11.8,11.1,41,9,13,23,9,1018.6,1013.7,7,6,24.8,32.5,"No",0,0,0,"2016-04-04"
"3897","135488","AliceSprings",14.5,33.3,0,11.2,10.1,33,19,13,39,20,1020.4,1015.7,6,4,21.6,31.9,"No",0,0.0988884747808625,0,"2016-04-09"
"3898","135499","AliceSprings",14.9,36.1,0,8,9.9,41,20,11,15,9,1015.6,1012.4,3,5,27.7,35.1,"No",0,0.0844424442489145,0.0367861601460117,"2016-04-20"
"3899","135502","AliceSprings",12.7,27.5,0,18.4,11,44,20,24,49,28,1023.7,1019.2,1,1,20.5,26.4,"No",0,0.489741783324864,0.160555548652003,"2016-04-23"
"3900","13553","Moree",21.7,36.8,0,15,9.2,56,20,28,26,18,1010.8,1006.8,7,6,25.1,34.1,"No",0,1.63665646578201,1.40700628417333,"2013-11-09"
"3901","13554","Moree",16.9,32.5,0,14.4,9.5,41,2,9,41,17,1011.1,1007.8,6,5,23.7,31.5,"No",0,0.826257495705814,0.774862820928784,"2013-11-10"
"3902","13556","Moree",11.7,31.5,6.6,38.4,13,57,19,11,14,6,1013.7,1010.1,0,2,25.6,30.3,"Yes",0,2.7585366991702,2.55683262518432,"2013-11-15"
"3903","13557","Moree",11.8,32,0,12,12.7,50,15,17,44,10,1010.6,1006.9,2,7,23.2,29.6,"No",0,0.0774501788890953,0.000507290004053852,"2013-11-16"
"3904","13559","Moree",11.2,27.6,0.6,7.6,12.1,54,11,30,48,20,1011.2,1007,3,6,20.7,26.9,"No",0,0.213315702689881,0,"2013-11-18"
"3905","13560","Moree",11,30.6,0,9.6,11.1,37,15,26,42,20,1010.3,1007.1,1,6,21.5,29.1,"No",0,0,0,"2013-11-19"
"3906","13564","Moree",16,32,0,11.4,13.3,33,19,19,38,15,1010.8,1008.7,1,1,23.7,30.3,"No",0,0,0,"2013-11-26"
"3907","13567","Moree",20.7,23.3,0.6,15.6,0.6,48,15,19,87,83,1008.4,1006.6,8,8,21.2,22.3,"No",6,7.9785241482386,7.47629005791913,"2013-11-29"
"3908","13568","Moree",14.8,30.7,6,0.4,13.2,35,22,13,59,28,1012.8,1011.4,3,6,22.6,29.3,"Yes",0,0,0,"2013-11-30"
"3909","13571","Moree",15.4,34.1,0,10,13.4,37,26,15,49,15,1016.5,1011.1,0,1,22.8,32,"No",0,0,0,"2013-12-03"
"3910","13572","Moree",18.8,36.1,0,10.8,11.5,48,35,28,49,19,1010,1004,2,5,24.4,35.4,"No",8.6,1.12486616133742,0.961989134900802,"2013-12-04"
"3911","13575","Moree",8.5,30.4,0,8.8,13.7,33,22,7,35,14,1019.8,1016.4,0,3,20.4,28,"No",0,0,0,"2013-12-07"
"3912","13582","Moree",18.9,36.5,0,12,13.3,44,30,17,54,40,1013.5,1010,0,6,26.4,35.5,"No",0,2.12277518389592,1.92406246955075,"2013-12-14"
"3913","13589","Moree",20.9,37.9,0,13,13.3,37,28,11,41,20,1016.4,1012,0,3,26.2,35.6,"No",0,0.110971398831073,0.150025482171482,"2013-12-21"
"3914","135923","Darwin",19.4,32.4,0,6,10.4,50,15,28,81,17,1016.8,1012.4,1,1,24.3,31.9,"No",0,0,0,"2008-07-02"
"3915","135925","Darwin",17.3,30.7,0,7,10.4,44,22,13,55,16,1017.3,1013.6,2,6,21.3,29.8,"No",0,0,0,"2008-07-04"
"3916","135929","Darwin",19.6,30.8,0,9.2,10.6,54,20,33,36,12,1018.2,1014.6,1,0,22.3,30.2,"No",0,0,0,"2008-07-08"
"3917","135931","Darwin",17.1,30.3,0,9.2,11.1,48,17,13,33,14,1018.3,1013.2,1,1,19.5,28.8,"No",0,0.55581073040793,0.484191675975205,"2008-07-10"
"3918","135933","Darwin",14.7,30.9,0,7,11,35,13,15,43,40,1014.5,1010.6,0,1,22.2,29,"No",0,1.81751190014684,1.61862118693834,"2008-07-12"
"3919","135938","Darwin",17.2,33.4,0,6.6,11.3,43,15,20,41,15,1013.7,1009.4,0,0,24.8,32.7,"No",0,0,0,"2008-07-17"
"3920","135939","Darwin",17.6,32.3,0,7.6,11,41,13,24,44,41,1013.4,1010.1,0,3,25.5,31.3,"No",0,1.59929577438729,1.33359261056709,"2008-07-18"
"3921","135956","Darwin",17.5,34.7,0,8.6,10.3,52,11,28,77,45,1016.2,1011.8,6,5,23.3,29.3,"No",0,3.11366685957329,2.68027844138007,"2008-08-04"
"3922","135961","Darwin",16.6,31.7,0,8,10.1,41,15,24,32,18,1016,1011.7,3,6,21.2,30.7,"No",0,0,0,"2008-08-09"
"3923","13597","Moree",23.4,43.6,0,12.6,13.2,56,24,28,50,8,1007.4,1003.7,1,1,29.9,42.4,"No",0,0.202198751471184,0.219473444420027,"2013-12-29"
"3924","135973","Darwin",20.2,33.2,0,7.2,11,41,13,20,70,48,1016.9,1012.6,0,4,25.1,29.5,"No",0,2.47933254074835,2.2453177436905,"2008-08-21"
"3925","135979","Darwin",22,34.2,0,8,11,48,7,31,63,43,1014.1,1009.8,0,3,27.2,33,"No",0,2.07376226892838,1.79032172492754,"2008-08-27"
"3926","135986","Darwin",21.8,34.8,0,6.8,10.4,43,13,28,69,47,1014.1,1009.4,4,3,27.7,31.9,"No",0,2.30422123022473,1.96321437460741,"2008-09-03"
"3927","135987","Darwin",23.7,34.5,0,6.8,10.3,37,20,24,61,59,1013.3,1009,1,1,26.8,30.1,"No",0,3.24184375146248,2.94009511870889,"2008-09-04"
"3928","135996","Darwin",23.4,32.5,0,5.8,9.4,31,15,17,72,43,1014.3,1011,2,1,27.3,32,"No",0,0.807553221806523,0.661126750417246,"2008-09-13"
"3929","135997","Darwin",22.7,32.5,0,7.8,10.4,35,11,20,74,56,1014.8,1010.9,1,4,27.7,31.6,"No",0,2.45957499657574,2.17423905097402,"2008-09-14"
"3930","136005","Darwin",24,32.9,0,7.8,9.7,33,15,20,67,39,1013.5,1009.4,5,1,27.9,32,"No",0,0.601741930870875,0.384576020397212,"2008-09-22"
"3931","136010","Darwin",23.8,32.7,0,8.2,9,35,9,24,62,42,1015.2,1010.9,5,4,28.7,31.5,"No",0,1.05350035917107,0.780944662325364,"2008-09-27"
"3932","136018","Darwin",25.7,33.4,0,7.2,8.8,31,13,19,68,50,1014.3,1010.2,6,3,29,32.2,"No",0,1.67454196812191,1.39179314667175,"2008-10-05"
"3933","136020","Darwin",26.7,34,0,7.6,10.3,57,17,26,61,55,1013.3,1008.8,3,3,30.5,32.6,"No",18.8,4.19126347192075,3.83406530491723,"2008-10-07"
"3934","136021","Darwin",25.2,34.3,18.8,10.2,9.4,35,11,20,69,48,1013.7,1008.9,1,2,28.6,33.6,"Yes",0,4.92016064470591,4.77463030262322,"2008-10-08"
"3935","136024","Darwin",25.7,36.8,0,9.2,9.6,41,15,28,73,61,1014.4,1009.6,7,5,29.4,32,"No",0,3.67059653801124,3.20727235449293,"2008-10-11"
"3936","136026","Darwin",25.4,34.2,1,7,10.4,39,7,28,64,60,1012.5,1008,1,3,30.2,32.8,"No",0,3.22138545302371,2.90393237035077,"2008-10-13"
"3937","136030","Darwin",24.5,30.1,0.4,5.6,1.6,54,9,9,85,75,1010.2,1007.5,6,7,27.6,28.9,"No",25.4,8.5947313778111,8.30299549614404,"2008-10-17"
"3938","136035","Darwin",26,37.5,0,7.6,11.4,63,22,17,65,20,1011.6,1006.5,2,1,29.9,36.5,"No",0,2.31256180160942,2.28860079098658,"2008-10-22"
"3939","13605","Moree",15.8,36.2,0,11.6,13.6,57,17,35,10,7,1008.5,1006.9,1,1,29.4,35.1,"No",0,0,0,"2014-01-06"
"3940","136053","Darwin",24.6,35.5,0,7.8,8.5,30,20,20,67,54,1011.7,1007.2,7,7,28.2,33.1,"No",0.6,2.74206278721973,2.36990137952948,"2008-11-09"
"3941","136055","Darwin",25.4,33,0.4,4.4,4.4,33,15,24,71,62,1011.3,1006.5,7,7,28.6,31.9,"No",0,4.36999914797788,4.00490214857559,"2008-11-11"
"3942","136056","Darwin",26.8,33.7,0,4.2,5.3,30,7,19,72,56,1009.1,1005.3,6,6,29.9,32.2,"No",0,3.28014877961792,3.0387623396308,"2008-11-12"
"3943","136069","Darwin",29.1,35,0,8.2,6.8,39,15,30,71,71,1007.9,1004.4,7,7,32.1,31.7,"No",0,4.52533824084916,4.0405691732384,"2008-11-25"
"3944","136070","Darwin",27.2,34.4,0,5.4,3.2,30,9,17,72,58,1008.3,1005,7,7,31.6,33.3,"No",0,4.10739508083951,3.8899186224349,"2008-11-26"
"3945","136076","Darwin",26,34.3,1.8,5.8,7.1,35,13,15,71,77,1009.2,1005.8,7,7,30.7,30.7,"Yes",2.6,6.22009215934177,5.52154144477967,"2008-12-02"
"3946","136077","Darwin",26.8,34.4,2.6,4.2,10.4,35,11,17,74,58,1008,1004.9,7,5,31.1,33.9,"Yes",0,3.0056026948172,2.37730951929579,"2008-12-03"
"3947","136078","Darwin",25.5,34.4,0,6.2,5.1,30,9,33,84,90,1010.3,1008.9,7,7,27.8,26.5,"No",12.6,5.13576490416939,4.5362383021368,"2008-12-04"
"3948","136079","Darwin",24.1,34,12.6,5.4,10.8,31,7,20,77,60,1011.9,1007.6,6,7,29.7,32.6,"Yes",0,4.13833411218161,3.6445116321223,"2008-12-05"
"3949","136082","Darwin",27,34,0,4,6.5,41,9,20,71,56,1010.1,1006.4,7,7,30.5,33.4,"No",0,3.75693149827161,3.43236027385294,"2008-12-08"
"3950","136083","Darwin",24.8,33.4,0,7.6,4,39,2,24,70,66,1009.3,1006.2,6,7,28.9,31.2,"No",27.2,5.26892324904369,4.90215455461465,"2008-12-09"
"3951","136084","Darwin",25,33.2,27.2,6.6,8.8,50,9,26,78,64,1008.6,1005.7,4,5,29.9,32.6,"Yes",6.8,7.81695703365907,7.57827618896831,"2008-12-10"
"3952","136086","Darwin",25.8,33.4,0.6,4.6,6.7,41,7,19,72,76,1007.4,1005,7,7,29.9,29.4,"No",2.8,5.70243401583648,5.26342484968426,"2008-12-12"
"3953","136094","Darwin",24,29.2,50,5,0.1,33,17,24,90,82,1006.5,1004.8,8,8,26.4,27.7,"Yes",13.4,12.2073303102205,12.316018123952,"2008-12-20"
"3954","136097","Darwin",26.1,32.9,0,3.6,11.1,41,17,31,72,62,1007.4,1004.6,2,4,29.9,32.2,"No",3.6,2.2627656219959,1.83423313576525,"2008-12-23"
"3955","136100","Darwin",26.1,33.2,0,4.4,7.7,31,6,19,72,61,1007.6,1005,7,7,30.3,32.1,"No",3,2.78156232965883,2.41385208514863,"2008-12-26"
"3956","136101","Darwin",25.9,34.4,3,4.8,7.7,33,17,24,78,59,1007.1,1003.9,5,7,29.4,32.8,"Yes",12.4,3.5715638466585,2.96636584239324,"2008-12-27"
"3957","136108","Darwin",25.8,32.7,2,6,5.6,48,15,26,75,71,1005.8,1002.9,7,7,29.8,30.7,"Yes",15,6.33736337092104,5.58632381420859,"2009-01-03"
"3958","13611","Moree",19.5,38.6,0,11,11.4,39,19,19,52,22,1015.8,1011.2,0,3,26,36,"No",0,0.68885708417757,0.706159455976914,"2014-01-12"
"3959","136111","Darwin",24,32.7,6,3,8,39,22,28,79,64,1006.9,1004,7,7,29.3,32.2,"Yes",0,4.2345697229347,3.53052839944634,"2009-01-06"
"3960","136112","Darwin",27.7,33.3,0,7.2,11.4,43,24,33,74,65,1008.2,1004.8,4,7,30.2,32.1,"No",0,2.65888895095526,2.11425761974283,"2009-01-07"
"3961","136119","Darwin",26.2,30,7.4,6.4,0.9,48,13,24,76,85,1008.3,1007.2,7,7,29.9,26.7,"Yes",7,8.6544638361599,8.01976994300295,"2009-01-14"
"3962","136122","Darwin",26.3,31.6,0,6.2,3.8,30,15,17,79,85,1008.9,1006.2,7,7,29.1,28,"No",0.4,6.21936289927717,5.77769126958668,"2009-01-17"
"3963","136123","Darwin",25.2,32.6,0.4,3,5.9,31,9,19,79,67,1009,1005.8,7,7,28.5,31,"No",0,4.02541730672847,3.6493302562755,"2009-01-18"
"3964","136124","Darwin",26.9,32.8,0,5.6,6.1,35,17,20,84,56,1009.1,1005.4,7,7,27.8,32.1,"No",1.6,3.21243475574172,2.87642079847373,"2009-01-19"
"3965","136128","Darwin",22.9,31.7,81,7.8,4.7,28,13,15,89,58,1009.1,1006.5,8,7,25.5,31.5,"Yes",0,12.7694082455203,13.5762716328412,"2009-01-23"
"3966","13613","Moree",20.5,36.7,0,13.4,13.5,43,19,11,48,20,1019.6,1015.8,0,2,25.3,34,"No",0,0.0499236712416981,0.0870760417364187,"2014-01-14"
"3967","136131","Darwin",23.9,31.5,53.4,4.6,7.3,33,9,22,92,68,1009.4,1006,7,6,25.9,31,"Yes",0.4,10.0153122789978,10.1939344265823,"2009-01-26"
"3968","136132","Darwin",25.8,32.3,0.4,4.8,4.6,39,13,24,89,65,1008.1,1005.2,7,7,27.2,30.9,"No",2.2,4.47651545608589,4.07932310692745,"2009-01-27"
"3969","136138","Darwin",23.2,32.2,3.4,6.2,8,54,28,35,74,67,1004.3,1001.1,6,6,28.9,31.2,"Yes",0.4,5.71873686929303,4.88172216869477,"2009-02-02"
"3970","136143","Darwin",23.7,29.2,95.8,16.8,1.1,70,17,31,96,89,1005.4,1003.2,8,8,24.6,26.8,"Yes",9.8,21.6962354506485,22.4146881227294,"2009-02-07"
"3971","136145","Darwin",23.1,29.4,48.8,4.2,0.4,48,13,24,98,79,1006.2,1003.3,8,8,25.5,29.1,"Yes",36.8,13.6316431684029,13.7072690687791,"2009-02-09"
"3972","136150","Darwin",24.6,30.7,12.6,2.2,4.2,39,11,6,87,75,1008.8,1006.6,4,7,27.6,29.2,"Yes",18.4,8.2206172007441,7.89206622682496,"2009-02-14"
"3973","136161","Darwin",24.6,30.1,15.2,4.2,2.1,35,15,20,91,77,1004.8,1002.9,6,7,26.1,29.4,"Yes",1.6,7.99847335655338,7.56200147791333,"2009-02-25"
"3974","136163","Darwin",23.7,29.4,35.8,5,1.9,30,11,17,89,79,1008.2,1005.4,7,7,26.5,28.5,"Yes",0.4,10.40828139884,10.3395897326839,"2009-02-27"
"3975","136164","Darwin",25.3,30.8,0.4,1.6,3.2,33,9,20,82,89,1008.7,1006.6,7,7,28.1,26,"No",7,6.52314444213789,6.05828103856824,"2009-02-28"
"3976","136165","Darwin",24.3,32.1,7,4,9.9,31,9,22,92,71,1009,1005.6,5,5,26.4,30.2,"Yes",0,4.30250725264512,3.6525461866217,"2009-03-01"
"3977","136167","Darwin",25.5,31.5,19,3,3.1,20,11,13,88,73,1009.7,1006.6,7,7,29.1,30.4,"Yes",0.6,6.86526185570957,6.60226333182587,"2009-03-03"
"3978","136178","Darwin",22.8,31.8,13.4,5.4,1.7,50,7,22,89,62,1009,1006.8,7,7,25.4,31.1,"Yes",19.8,7.89898960049484,7.48080789262865,"2009-03-14"
"3979","136182","Darwin",22.4,34.9,8.6,5.8,10.7,31,13,20,78,25,1010,1005.8,7,5,27.8,34.6,"Yes",0,0.357763510274864,0.00418372018873738,"2009-03-18"
"3980","136189","Darwin",23.4,33.7,1,5.6,10.3,31,11,19,74,61,1012.3,1008.5,7,3,28.9,31.4,"No",7.4,2.60330717729589,2.21290939082474,"2009-03-25"
"3981","13619","Moree",24.6,41.8,0,14.2,11.9,63,31,13,39,12,1005.9,1002.1,1,3,28.2,40.2,"No",0,2.73063518589787,2.81147054825466,"2014-01-20"
"3982","136190","Darwin",22.2,32.4,7.4,7,4.1,48,9,15,80,50,1012.6,1009.6,7,7,27.1,31.7,"Yes",0,5.84605724471447,5.41988647463205,"2009-03-26"
"3983","136195","Darwin",25.9,34,0,7.2,4.4,41,15,19,75,45,1011,1007.4,7,3,28.5,33.2,"No",0,3.37693832000144,3.18397812217494,"2009-03-31"
"3984","136198","Darwin",24.4,32.6,0,6.4,10.9,30,7,17,66,56,1012.4,1009,1,1,29.1,32.2,"No",0,1.86115206105747,1.6341455944574,"2009-04-03"
"3985","13620","Moree",27.4,42.5,0,15.6,13.1,54,33,28,41,11,1005,1002,1,1,31.1,40.8,"No",0,0,0,"2014-01-21"
"3986","136206","Darwin",25.5,33.9,0,5,10.4,37,22,13,68,56,1011,1007.6,1,3,28.7,32.4,"No",0,3.05457104784445,2.85116596638591,"2009-04-11"
"3987","13621","Moree",19.5,40.7,0,18.2,10.4,57,9,15,39,9,1009.9,1008.2,6,6,28.9,39.1,"No",0,1.25197888830051,1.2234589380767,"2014-01-22"
"3988","136216","Darwin",25.1,34.1,0,6.2,10.7,41,17,26,69,36,1010,1006.6,5,6,29,33.3,"No",0,0.303449605483829,0.00969927748827705,"2009-04-21"
"3989","136220","Darwin",24.3,33.4,0,5.4,10.4,30,11,17,76,58,1011.9,1007.9,6,7,29.2,32.2,"No",0,2.22228394267057,1.84346835365844,"2009-04-25"
"3990","136222","Darwin",24.7,33,0,6.2,3.4,28,13,11,61,47,1013.2,1010.4,7,7,29.7,31.9,"No",0,2.75578595817656,2.61798803127527,"2009-04-27"
"3991","136223","Darwin",23.9,33.6,0,4.6,10.9,41,22,15,53,25,1014.6,1010.5,5,3,27.9,32.9,"No",0,0,0,"2009-04-28"
"3992","136225","Darwin",22.1,33.8,0,7.4,10.9,41,22,15,34,26,1012.4,1008.7,1,3,25.4,33.2,"No",0,0.753628221047927,0.649560918007468,"2009-04-30"
"3993","136234","Darwin",24.3,32.8,0,4.4,7.1,39,19,24,57,46,1012.2,1008.9,3,6,26.3,31.9,"No",0,2.23953817023456,1.97576551871225,"2009-05-09"
"3994","13624","Moree",20.4,34.2,0.4,4.4,11.3,44,33,33,55,20,1011,1008.7,6,3,22.4,32.2,"No",0,0,0,"2014-01-25"
"3995","136242","Darwin",21.9,33.3,0,8,11,43,15,26,50,44,1011.8,1007.2,1,1,26.2,32.8,"No",0,2.24898367319034,1.96030969038593,"2009-05-17"
"3996","136243","Darwin",24.5,32.9,0,5.8,8.2,35,9,20,73,57,1010.8,1007.6,4,4,27.3,31.5,"No",0,2.90168901174192,2.59679191505501,"2009-05-18"
"3997","136248","Darwin",18.7,31,0,6.8,10.6,30,11,19,70,47,1011.9,1008.3,1,2,25.2,29.2,"No",0,1.30016649089081,1.07105345788901,"2009-05-23"
"3998","13625","Moree",19.2,33.9,0,11,13,56,28,19,48,27,1017.8,1014.7,1,2,23.4,31.7,"No",0,1.04246561844072,0.896819549118107,"2014-01-26"
"3999","136251","Darwin",20.9,31.7,0,4.4,11,35,20,22,62,39,1013,1009,1,1,25.2,30.4,"No",0,0.536693373636915,0.332340102376687,"2009-05-26"
"4000","136253","Darwin",21,32.3,0,6.6,9.9,31,17,19,73,39,1012.5,1009.3,4,4,25.5,31.8,"No",0,0.328636254328213,0.0834254515424489,"2009-05-28"
"4001","136255","Darwin",23.7,34.2,0,4,10.6,35,19,20,73,42,1014,1010.1,2,2,27.1,33.1,"No",0,0.913297803036558,0.722961334063599,"2009-05-30"
"4002","136258","Darwin",22,33.7,0,5.6,10.5,46,22,26,64,28,1015.4,1011.4,7,7,26.5,32.7,"No",0,0.0110346531475927,0,"2009-06-02"
"4003","136262","Darwin",19.5,31.1,0,5,10.3,28,6,17,62,56,1014,1010.9,1,1,26.8,30.1,"No",0,1.84148738444405,1.59080155382964,"2009-06-06"
"4004","136272","Darwin",18.8,32.4,0,4,10.2,44,19,19,73,27,1015.2,1011.2,3,2,24.1,31.5,"No",0,0.511148214439098,0.35842164721326,"2009-06-16"
"4005","136273","Darwin",19.5,31.7,0,7,10.7,44,20,19,38,19,1017,1013.3,5,2,22.4,31.1,"No",0,0,0,"2009-06-17"
"4006","136275","Darwin",16.2,28.4,0,7.2,10.5,33,26,17,31,21,1015.3,1011.7,1,1,19.1,27.8,"No",0,0,0,"2009-06-19"
"4007","136279","Darwin",23.2,32.3,0,4,5,39,13,22,72,35,1013.2,1009.8,7,5,25.3,31.2,"No",0,1.49668678935037,1.29230280196778,"2009-06-23"
